UPRN,Site Name,Address,Easting,Northing,Ward,Holding Type,Tenure,Operational Status,GIA,Lease Information,Site Function,Sub Function,Function Detail,waterfront_properties,floor_space,built,price
8399594,Site B,"217 High St, Salford",320343.7753,309631.7804,Ward 5,Freehold,Short-term,Non-Operational,64.20519882,Lease 2,Residential,Function 2,Detail 1,1,93.69727493,2004,264359.8951
5839063,Site E,"68 Main St, Bolton",321572.644,376167.8631,Ward 4,Freehold,Short-term,Non-Operational,207.6160771,Lease 1,Industrial,Function 3,Detail 1,1,67.52077973,1977,378898.2293
3246319,Site B,"713 Church St, Salford",393143.1902,313730.62,Ward 2,Freehold,Long-term,Non-Operational,74.3455319,Lease 1,Industrial,Function 3,Detail 2,1,98.87579457,1919,415456.8608
5916542,Site A,"11 Mill Rd, Bolton",314097.658,365475.9882,Ward 3,Freehold,Long-term,Non-Operational,442.434157,Lease 3,Industrial,Function 1,Detail 3,0,109.439445,1926,244659.4112
1955024,Site A,"414 Main St, Bolton",376464.493,345198.0728,Ward 2,Leasehold,Short-term,Operational,420.0046251,Lease 2,Residential,Function 1,Detail 2,0,125.7666346,1937,285103.9578
1168772,Site E,"855 Main St, Bolton",398675.0441,381093.5859,Ward 2,Freehold,Short-term,Operational,167.1252288,Lease 1,Commercial,Function 2,Detail 2,1,99.13962276,1967,327704.3704
4048447,Site D,"569 High St, Salford",394628.5794,329560.412,Ward 5,Leasehold,Long-term,Non-Operational,498.0894841,Lease 2,Residential,Function 1,Detail 2,0,79.21989866,1999,366218.7971
3310877,Site A,"480 Main St, Manchester",340989.1693,383652.6944,Ward 1,Freehold,Short-term,Non-Operational,274.1638227,Lease 1,Industrial,Function 1,Detail 3,0,107.8751855,2015,137401.6632
4449229,Site B,"53 Main St, Bury",383935.1318,325225.9973,Ward 4,Leasehold,Short-term,Non-Operational,137.2265028,Lease 3,Industrial,Function 3,Detail 3,0,125.8028701,1942,196831.5254
4304462,Site E,"208 Main St, Salford",367014.0912,357434.2587,Ward 2,Leasehold,Short-term,Operational,178.2991956,Lease 1,Commercial,Function 2,Detail 3,1,113.3200229,1933,302535.9369
4736013,Site E,"171 High St, Bury",386846.3199,348611.2364,Ward 3,Leasehold,Short-term,Non-Operational,190.412619,Lease 3,Residential,Function 1,Detail 1,1,124.3456504,1960,298523.0736
6660809,Site D,"930 Main St, Manchester",316116.3876,335257.6497,Ward 3,Freehold,Short-term,Operational,119.5040036,Lease 2,Industrial,Function 2,Detail 2,0,93.91105587,2007,217836.1337
7701817,Site E,"379 Mill Rd, Bury",376493.6915,301177.7814,Ward 3,Leasehold,Long-term,Non-Operational,289.9013586,Lease 2,Industrial,Function 1,Detail 2,0,96.08653502,1932,260059.4861
7710110,Site C,"778 High St, Bury",358655.7091,339784.8472,Ward 2,Leasehold,Long-term,Non-Operational,144.9607604,Lease 1,Industrial,Function 3,Detail 1,0,51.58540224,1934,298989.7184
3032208,Site B,"538 Broadway, Stockport",354010.9466,311836.0533,Ward 1,Freehold,Short-term,Operational,88.32434859,Lease 2,Industrial,Function 3,Detail 2,1,95.0831501,1992,390361.1505
8921293,Site C,"723 Mill Rd, Manchester",372890.005,322515.7376,Ward 4,Leasehold,Long-term,Non-Operational,499.224011,Lease 2,Residential,Function 3,Detail 2,0,132.4536361,1963,298185.9854
3951926,Site C,"520 Mill Rd, Stockport",327306.0391,368830.0092,Ward 2,Leasehold,Long-term,Non-Operational,383.0648034,Lease 3,Industrial,Function 1,Detail 1,0,64.52162035,1922,279076.6764
8658778,Site B,"373 High St, Stockport",307459.1563,357128.8583,Ward 1,Leasehold,Long-term,Operational,454.9482948,Lease 3,Commercial,Function 2,Detail 1,1,115.2924581,1985,188073.3733
5758007,Site E,"748 Main St, Manchester",350212.0939,352707.9718,Ward 4,Freehold,Short-term,Non-Operational,71.72087943,Lease 1,Commercial,Function 1,Detail 1,0,118.1549381,1943,335044.9302
9410389,Site E,"650 Broadway, Bury",330213.3729,356401.6786,Ward 4,Leasehold,Long-term,Operational,200.5923638,Lease 3,Commercial,Function 3,Detail 3,0,151.709615,1970,342684.5874
9397601,Site C,"27 Mill Rd, Bolton",325640.547,312005.3382,Ward 4,Leasehold,Short-term,Operational,167.1801307,Lease 1,Commercial,Function 1,Detail 2,1,62.52189916,1913,151804.0005
7039861,Site B,"216 Church St, Salford",399852.2363,316464.0847,Ward 4,Leasehold,Short-term,Operational,448.8572747,Lease 3,Residential,Function 2,Detail 2,1,129.8437844,1937,326308.98
8515321,Site A,"864 High St, Stockport",319786.081,354280.1191,Ward 4,Freehold,Short-term,Non-Operational,471.0858697,Lease 3,Residential,Function 2,Detail 1,1,109.529385,1947,218697.936
4288287,Site B,"576 Church St, Salford",323557.6704,340682.7727,Ward 1,Leasehold,Long-term,Operational,243.639634,Lease 1,Residential,Function 3,Detail 1,1,101.4541933,1968,201591.9914
8729725,Site C,"861 Broadway, Bury",333388.2645,346320.2051,Ward 4,Leasehold,Long-term,Non-Operational,260.6033091,Lease 2,Residential,Function 2,Detail 3,0,120.7347653,1997,366223.5574
6741989,Site B,"458 Church St, Salford",349700.2021,387915.2308,Ward 2,Freehold,Long-term,Non-Operational,493.167725,Lease 1,Industrial,Function 1,Detail 1,1,96.81052373,1961,345051.7732
1165887,Site B,"150 High St, Bury",386911.1008,318516.432,Ward 1,Leasehold,Short-term,Operational,249.8039181,Lease 3,Residential,Function 3,Detail 2,0,71.86974162,1908,251709.0429
5300826,Site A,"647 High St, Bolton",317639.3958,391069.8287,Ward 4,Leasehold,Long-term,Non-Operational,259.573308,Lease 2,Residential,Function 1,Detail 1,0,82.64076903,2023,273605.072
4080322,Site D,"88 Mill Rd, Manchester",361596.4959,385748.7488,Ward 1,Leasehold,Long-term,Non-Operational,422.8539977,Lease 3,Residential,Function 1,Detail 2,1,91.77668826,1902,264772.1699
1120004,Site D,"116 Church St, Stockport",336852.3777,390178.7833,Ward 1,Leasehold,Short-term,Operational,416.7605684,Lease 3,Industrial,Function 2,Detail 3,0,88.36454569,1985,276409.2557
6112544,Site A,"432 Broadway, Manchester",379691.4727,364136.1493,Ward 3,Freehold,Long-term,Non-Operational,113.2400211,Lease 3,Industrial,Function 1,Detail 3,1,68.98808739,1901,207223.0924
7590215,Site B,"963 Church St, Manchester",360187.9572,386393.5302,Ward 1,Freehold,Long-term,Operational,369.4067205,Lease 1,Commercial,Function 1,Detail 3,1,139.263818,1987,329438.7908
9471619,Site C,"424 High St, Bury",379509.3257,399118.9409,Ward 3,Leasehold,Short-term,Non-Operational,336.837067,Lease 2,Commercial,Function 3,Detail 2,1,157.5028638,1911,99881.05179
2310952,Site A,"736 Broadway, Stockport",385509.0929,347141.5025,Ward 5,Freehold,Short-term,Non-Operational,392.8005701,Lease 3,Residential,Function 3,Detail 2,1,106.7830961,2020,446930.9184
1835805,Site D,"122 Main St, Bury",391213.0164,386180.8414,Ward 3,Leasehold,Long-term,Operational,295.7358895,Lease 2,Residential,Function 1,Detail 1,0,97.43605422,1904,238788.595
9315332,Site D,"944 Mill Rd, Stockport",399567.6695,390369.2824,Ward 5,Freehold,Short-term,Non-Operational,493.8105817,Lease 2,Industrial,Function 1,Detail 1,0,79.32727317,2010,344286.9496
1956027,Site A,"7 Broadway, Stockport",361886.424,330976.6042,Ward 5,Freehold,Short-term,Non-Operational,339.9762115,Lease 3,Commercial,Function 1,Detail 3,1,84.17716345,1901,223800.99
1721831,Site B,"947 Main St, Bury",363753.6015,344270.5675,Ward 5,Freehold,Short-term,Non-Operational,224.7908972,Lease 1,Industrial,Function 3,Detail 1,0,99.9912237,1955,337519.3062
1138639,Site E,"825 Broadway, Manchester",314057.869,357367.4522,Ward 3,Freehold,Long-term,Operational,390.3089069,Lease 3,Commercial,Function 1,Detail 2,1,114.0457699,2011,245987.7574
8189892,Site C,"492 Church St, Stockport",310509.5013,334915.6298,Ward 1,Leasehold,Long-term,Operational,56.45061946,Lease 3,Industrial,Function 2,Detail 2,0,68.01072698,1985,299301.6655
9528327,Site E,"358 Broadway, Manchester",348762.6007,332214.4956,Ward 4,Freehold,Short-term,Operational,196.7968443,Lease 2,Residential,Function 3,Detail 1,1,92.87881708,2020,292446.9738
9912536,Site C,"301 Mill Rd, Manchester",369368.8239,338071.6126,Ward 5,Freehold,Long-term,Operational,266.7347148,Lease 2,Commercial,Function 3,Detail 1,1,85.41170219,1983,199516.3727
4403572,Site E,"931 Broadway, Bury",324819.729,342390.6234,Ward 4,Freehold,Long-term,Non-Operational,252.5444045,Lease 1,Residential,Function 3,Detail 1,0,168.4652054,1995,301906.5442
7632752,Site E,"424 Broadway, Stockport",332716.2354,325226.9767,Ward 1,Freehold,Short-term,Non-Operational,124.6517567,Lease 1,Industrial,Function 2,Detail 2,1,73.13435056,1909,248129.5679
6650936,Site C,"524 High St, Bury",370012.7938,347331.1988,Ward 5,Freehold,Long-term,Operational,158.59599,Lease 2,Commercial,Function 1,Detail 2,1,75.59672365,1964,277121.1641
7074695,Site C,"781 Main St, Manchester",321166.1219,377874.8243,Ward 5,Leasehold,Short-term,Operational,475.6256607,Lease 3,Residential,Function 1,Detail 1,0,118.5969037,2016,383182.337
3371220,Site D,"359 Main St, Stockport",352137.1106,362448.6845,Ward 5,Freehold,Short-term,Operational,452.4020085,Lease 2,Residential,Function 2,Detail 1,0,81.39673112,1996,370917.1935
4384114,Site B,"376 Church St, Manchester",353862.2271,337976.3854,Ward 5,Freehold,Long-term,Non-Operational,119.8412267,Lease 1,Residential,Function 2,Detail 3,1,104.8543227,1930,327076.4837
9087469,Site B,"744 Broadway, Salford",391695.2489,315619.5968,Ward 3,Leasehold,Long-term,Non-Operational,222.7361602,Lease 2,Residential,Function 3,Detail 2,1,118.8763939,2011,246086.9759
7815240,Site D,"409 Main St, Salford",340227.3683,382404.2839,Ward 3,Leasehold,Short-term,Operational,133.8527248,Lease 2,Commercial,Function 2,Detail 3,0,133.0606866,2017,293756.8498
5017471,Site E,"123 High St, Manchester",321054.7028,351133.227,Ward 2,Leasehold,Long-term,Non-Operational,393.0530271,Lease 2,Residential,Function 2,Detail 2,1,105.0992593,1929,373026.5987
7770198,Site C,"753 Church St, Stockport",317389.4168,397124.0279,Ward 4,Freehold,Short-term,Non-Operational,157.0319643,Lease 1,Commercial,Function 2,Detail 2,0,65.08750011,1909,275800.3223
9570299,Site A,"860 Church St, Bury",329315.4502,325269.3247,Ward 4,Freehold,Short-term,Operational,86.88264786,Lease 2,Commercial,Function 2,Detail 2,1,114.1380887,1925,357655.1629
4771834,Site E,"96 Church St, Bury",327892.0529,317551.3008,Ward 2,Freehold,Long-term,Operational,441.9480908,Lease 3,Commercial,Function 3,Detail 1,0,60.23289375,2006,283838.3865
9507071,Site B,"880 Broadway, Stockport",375019.7342,300800.7301,Ward 3,Freehold,Long-term,Non-Operational,380.9718011,Lease 2,Industrial,Function 2,Detail 3,0,71.84131355,1981,444697.4622
1900322,Site C,"557 Mill Rd, Bolton",359372.2263,308262.3567,Ward 2,Leasehold,Long-term,Non-Operational,401.720294,Lease 3,Industrial,Function 1,Detail 3,1,135.8977348,2004,248397.3051
6329461,Site D,"936 Broadway, Bolton",368242.7317,338540.1868,Ward 5,Leasehold,Short-term,Non-Operational,399.3103712,Lease 2,Industrial,Function 3,Detail 1,0,71.08171064,1940,337693.3252
9928782,Site E,"857 Mill Rd, Salford",363029.5393,319824.0487,Ward 3,Freehold,Long-term,Non-Operational,277.113463,Lease 2,Residential,Function 1,Detail 2,0,88.28748016,1934,275829.4836
6727027,Site A,"964 Main St, Manchester",348124.5196,303788.3608,Ward 5,Freehold,Short-term,Non-Operational,363.5503939,Lease 1,Residential,Function 3,Detail 1,0,100.8199467,1962,370129.1163
9036316,Site E,"924 Main St, Bolton",392827.6247,322536.7748,Ward 2,Freehold,Long-term,Non-Operational,348.9645532,Lease 1,Residential,Function 1,Detail 1,1,95.26655067,1975,336777.3709
9750770,Site D,"97 Mill Rd, Stockport",381741.9351,372875.4539,Ward 4,Freehold,Short-term,Operational,485.8116988,Lease 3,Residential,Function 1,Detail 1,1,117.2884307,1908,321953.2725
5290967,Site A,"679 High St, Stockport",321082.2942,373569.4405,Ward 1,Leasehold,Short-term,Operational,57.18387486,Lease 2,Commercial,Function 3,Detail 3,0,92.17716202,1934,96879.13573
3270612,Site E,"284 Church St, Stockport",342366.3076,314963.5771,Ward 1,Freehold,Long-term,Operational,322.7938546,Lease 3,Commercial,Function 3,Detail 3,0,99.49350689,1951,294211.7479
2158662,Site D,"515 Mill Rd, Bolton",328790.045,393648.9402,Ward 5,Freehold,Short-term,Operational,78.73078819,Lease 1,Residential,Function 2,Detail 1,1,133.8849378,1921,389118.4794
1720567,Site E,"64 Church St, Stockport",374568.6231,315903.6104,Ward 1,Leasehold,Long-term,Operational,433.3477485,Lease 1,Industrial,Function 1,Detail 1,0,82.00218015,1928,459021.1603
6218122,Site C,"126 High St, Bury",334445.6222,308934.1228,Ward 5,Freehold,Long-term,Non-Operational,148.2914514,Lease 2,Industrial,Function 1,Detail 3,0,115.2561332,1903,282234.7265
6169995,Site E,"690 Church St, Manchester",364021.4719,316293.745,Ward 2,Freehold,Long-term,Non-Operational,181.1524919,Lease 1,Commercial,Function 3,Detail 1,1,74.01492864,1965,246548.1941
8430083,Site D,"502 Main St, Manchester",329221.3538,314052.0761,Ward 3,Freehold,Short-term,Non-Operational,126.0548484,Lease 3,Residential,Function 1,Detail 3,1,101.391925,1969,253886.5123
3240546,Site B,"56 High St, Bolton",317164.7083,363170.6437,Ward 4,Freehold,Short-term,Non-Operational,312.6979439,Lease 2,Commercial,Function 1,Detail 3,0,83.50842515,2005,394414.003
7616807,Site D,"519 Church St, Manchester",300918.9098,315625.7522,Ward 5,Leasehold,Short-term,Non-Operational,432.1576504,Lease 3,Commercial,Function 3,Detail 3,0,97.61954803,1970,396609.9706
2538201,Site E,"170 Church St, Manchester",399462.273,363432.7995,Ward 3,Leasehold,Long-term,Non-Operational,207.4772681,Lease 1,Residential,Function 2,Detail 2,1,126.8421544,1957,363946.1203
8744913,Site C,"807 Main St, Manchester",321951.1148,327659.83,Ward 3,Freehold,Long-term,Non-Operational,67.51495287,Lease 1,Commercial,Function 2,Detail 3,1,100.996914,2014,244785.5232
2592383,Site B,"752 High St, Bolton",383224.4741,324840.4842,Ward 5,Freehold,Long-term,Non-Operational,207.0887509,Lease 1,Residential,Function 3,Detail 3,1,93.85792834,2023,201572.314
6609206,Site D,"870 Main St, Manchester",382208.3704,389725.1603,Ward 4,Leasehold,Long-term,Operational,448.7071346,Lease 1,Residential,Function 1,Detail 1,1,99.02281406,1952,309459.5117
5643705,Site B,"651 Broadway, Stockport",323596.2455,321433.2719,Ward 4,Leasehold,Short-term,Non-Operational,331.0620107,Lease 2,Residential,Function 1,Detail 3,0,98.62621052,2015,361185.533
5444388,Site C,"721 Church St, Stockport",341563.5185,386458.4566,Ward 3,Leasehold,Short-term,Operational,286.6063778,Lease 2,Residential,Function 2,Detail 3,1,67.21648951,2019,237750.7095
9504807,Site A,"772 Broadway, Stockport",383611.1255,330352.7292,Ward 1,Freehold,Long-term,Non-Operational,115.1934478,Lease 2,Industrial,Function 2,Detail 2,1,129.4160461,1933,351701.2574
7050596,Site B,"810 Mill Rd, Stockport",368980.7931,399122.8322,Ward 3,Leasehold,Short-term,Non-Operational,303.071066,Lease 2,Residential,Function 2,Detail 1,0,94.89597577,1924,532689.774
1227342,Site D,"975 Broadway, Manchester",336987.8093,398092.9021,Ward 2,Leasehold,Long-term,Non-Operational,199.2545808,Lease 3,Residential,Function 2,Detail 1,1,93.40346332,1959,297890.1961
8709566,Site C,"627 Broadway, Bolton",394913.9459,382761.1839,Ward 5,Leasehold,Long-term,Non-Operational,430.5563473,Lease 2,Industrial,Function 1,Detail 3,0,116.4484305,1966,242209.4571
6910867,Site D,"268 High St, Bury",334234.1681,386808.6593,Ward 3,Leasehold,Short-term,Operational,254.1794435,Lease 3,Residential,Function 1,Detail 3,1,91.80634398,1909,298829.3359
1901299,Site C,"285 Broadway, Manchester",321206.7215,382326.086,Ward 4,Freehold,Long-term,Operational,260.9880726,Lease 2,Commercial,Function 1,Detail 3,1,131.9234167,2011,383739.4875
4473996,Site D,"787 Church St, Salford",314672.0772,362964.5583,Ward 2,Leasehold,Short-term,Non-Operational,434.7917964,Lease 2,Residential,Function 3,Detail 2,1,162.5786052,2016,250943.4129
1129238,Site C,"743 Church St, Bolton",370131.8544,380902.2797,Ward 3,Leasehold,Short-term,Non-Operational,313.3194169,Lease 3,Commercial,Function 3,Detail 3,1,68.66461781,1992,374505.5778
7572029,Site E,"430 High St, Manchester",302900.4904,362828.0981,Ward 5,Freehold,Short-term,Non-Operational,86.51384006,Lease 3,Industrial,Function 1,Detail 3,1,83.0423814,1926,253781.0508
3709214,Site D,"292 Church St, Stockport",384584.0777,384216.6001,Ward 5,Freehold,Long-term,Operational,114.8340643,Lease 2,Industrial,Function 2,Detail 3,1,122.3873064,1940,387829.1375
7487084,Site C,"630 High St, Bury",330422.1102,393555.3418,Ward 5,Freehold,Long-term,Non-Operational,427.2164486,Lease 2,Industrial,Function 2,Detail 1,1,111.7202145,1985,454474.2617
7678879,Site A,"229 Main St, Bury",336980.6993,375332.0791,Ward 4,Leasehold,Long-term,Non-Operational,368.9139892,Lease 2,Industrial,Function 1,Detail 3,0,101.5403741,1929,243056.5491
1915024,Site C,"260 Broadway, Bury",380183.1333,396468.7057,Ward 5,Leasehold,Long-term,Operational,321.0145558,Lease 1,Commercial,Function 2,Detail 1,0,105.4232008,1964,338072.4891
9465372,Site A,"614 Mill Rd, Salford",381417.7232,344823.0001,Ward 2,Leasehold,Short-term,Operational,468.7822375,Lease 3,Residential,Function 1,Detail 3,1,85.81433777,1935,298637.298
4775407,Site B,"641 High St, Manchester",340000.9028,392538.723,Ward 1,Leasehold,Short-term,Operational,398.2974306,Lease 1,Residential,Function 2,Detail 1,1,120.4250998,1927,244781.5452
5542421,Site C,"726 Mill Rd, Bolton",355382.4684,322623.1208,Ward 2,Leasehold,Short-term,Non-Operational,399.8968649,Lease 1,Residential,Function 2,Detail 2,1,144.4046527,1999,225447.2541
2542802,Site B,"261 High St, Salford",367920.9687,303136.622,Ward 4,Freehold,Long-term,Operational,440.6789455,Lease 1,Commercial,Function 2,Detail 2,0,105.3370565,1974,431724.3699
4273397,Site B,"886 Church St, Bolton",368860.6528,312809.6741,Ward 4,Leasehold,Short-term,Operational,314.5333958,Lease 2,Industrial,Function 1,Detail 2,1,62.20500684,1980,304831.715
7238078,Site E,"941 Mill Rd, Salford",353405.5151,316024.7281,Ward 2,Leasehold,Long-term,Operational,388.5094649,Lease 1,Industrial,Function 2,Detail 3,0,89.84428182,1943,325399.2687
4152894,Site C,"419 Mill Rd, Bolton",384410.5524,382442.6599,Ward 2,Freehold,Short-term,Non-Operational,71.5506595,Lease 1,Residential,Function 2,Detail 3,0,111.2603808,1935,263965.0448
3248534,Site E,"51 Mill Rd, Bolton",384144.0516,340100.9237,Ward 2,Leasehold,Long-term,Non-Operational,361.9452254,Lease 1,Residential,Function 1,Detail 2,0,123.3541565,1956,375746.7495
2177089,Site E,"238 Main St, Salford",384880.1881,323317.8286,Ward 4,Freehold,Long-term,Operational,441.5008177,Lease 2,Industrial,Function 2,Detail 3,0,98.03597639,1962,278183.8831
8432549,Site B,"323 Broadway, Manchester",326821.8172,381227.0659,Ward 5,Freehold,Short-term,Non-Operational,469.8269858,Lease 1,Commercial,Function 1,Detail 2,1,108.2501194,1974,315835.4809
4416125,Site D,"12 Broadway, Stockport",325690.5524,320212.4104,Ward 4,Freehold,Long-term,Non-Operational,111.6025677,Lease 2,Residential,Function 1,Detail 2,0,110.1521605,1964,403763.4088
2256825,Site B,"814 Church St, Bury",313982.2063,307787.5026,Ward 5,Leasehold,Short-term,Operational,499.4515457,Lease 1,Residential,Function 2,Detail 2,0,125.8548132,1956,251517.7172
6953158,Site B,"617 Mill Rd, Bury",382639.9326,346619.0858,Ward 2,Freehold,Long-term,Operational,336.1775024,Lease 3,Industrial,Function 1,Detail 3,0,108.1710586,1979,465214.3854
9083041,Site A,"992 Broadway, Manchester",306066.0304,306940.7249,Ward 5,Freehold,Short-term,Operational,172.150146,Lease 2,Commercial,Function 3,Detail 1,0,101.7410889,1962,467944.6817
6845443,Site D,"881 Main St, Salford",313530.5467,327893.7547,Ward 3,Leasehold,Short-term,Operational,178.2410628,Lease 3,Residential,Function 2,Detail 3,0,80.04605988,1949,395559.0703
5820182,Site B,"500 Mill Rd, Stockport",392621.0079,370033.584,Ward 1,Freehold,Short-term,Operational,375.0034593,Lease 3,Residential,Function 3,Detail 3,1,45.48695572,1913,229777.5205
6651539,Site D,"167 High St, Bolton",312511.3372,337453.221,Ward 5,Leasehold,Long-term,Non-Operational,180.1423607,Lease 1,Residential,Function 2,Detail 3,1,120.3279559,1963,254894.1418
5471189,Site A,"828 Main St, Salford",312128.2628,308747.6858,Ward 1,Leasehold,Long-term,Operational,237.5986308,Lease 1,Commercial,Function 2,Detail 2,0,85.23396579,2010,210679.2642
5163228,Site D,"890 Church St, Stockport",390910.933,340299.3024,Ward 2,Freehold,Short-term,Operational,436.4373023,Lease 3,Industrial,Function 2,Detail 1,0,136.9444778,2001,345986.82
5211044,Site C,"990 Church St, Stockport",331010.3782,351314.2773,Ward 1,Leasehold,Short-term,Non-Operational,189.4964878,Lease 1,Industrial,Function 1,Detail 3,0,106.3879789,1963,444020.2151
2521794,Site A,"140 Mill Rd, Salford",388142.3561,325022.7906,Ward 3,Leasehold,Short-term,Non-Operational,465.944383,Lease 3,Residential,Function 1,Detail 2,1,55.92980551,2018,240133.3882
9713237,Site D,"653 Church St, Bolton",337765.6559,317089.0996,Ward 4,Freehold,Long-term,Operational,346.2765943,Lease 1,Commercial,Function 2,Detail 1,1,114.248823,1951,252245.2567
6653075,Site E,"348 High St, Stockport",337363.9616,376167.4486,Ward 1,Freehold,Long-term,Operational,124.3286715,Lease 1,Residential,Function 3,Detail 1,0,88.4642074,1980,188236.6677
4662953,Site D,"208 Mill Rd, Stockport",313518.254,306783.702,Ward 4,Freehold,Long-term,Operational,160.948385,Lease 1,Industrial,Function 3,Detail 3,0,79.90759232,1955,207045.1102
9314716,Site A,"183 High St, Bury",391862.2708,395686.6984,Ward 4,Freehold,Long-term,Non-Operational,220.0532109,Lease 2,Commercial,Function 1,Detail 2,1,95.80993886,1954,477065.4274
5559718,Site E,"669 Broadway, Bolton",376168.7001,300759.8804,Ward 5,Leasehold,Short-term,Operational,456.1540372,Lease 1,Industrial,Function 1,Detail 1,1,92.51179071,1991,318660.6405
9021998,Site D,"177 Broadway, Manchester",322564.9367,365124.2084,Ward 1,Freehold,Long-term,Non-Operational,304.3411361,Lease 2,Commercial,Function 1,Detail 3,1,95.39451077,1916,148676.3956
2977444,Site D,"288 Mill Rd, Salford",372779.7708,313360.3426,Ward 5,Leasehold,Short-term,Operational,70.42249733,Lease 2,Commercial,Function 3,Detail 3,1,38.81872103,1962,243722.3011
9523633,Site A,"714 High St, Stockport",310369.2704,354709.7508,Ward 1,Leasehold,Short-term,Operational,354.270733,Lease 3,Commercial,Function 3,Detail 1,1,97.36021595,1979,395246.3513
7282387,Site E,"413 Church St, Bolton",352381.0865,318730.9465,Ward 3,Freehold,Long-term,Operational,139.6290666,Lease 2,Commercial,Function 2,Detail 2,0,94.33914707,2004,231163.4119
4905622,Site E,"141 Broadway, Salford",325426.7115,303432.1721,Ward 3,Leasehold,Short-term,Non-Operational,109.0845538,Lease 2,Commercial,Function 3,Detail 1,1,155.9021379,2017,310152.1315
2182218,Site D,"115 Church St, Salford",385058.4427,385976.6284,Ward 5,Freehold,Short-term,Non-Operational,212.9293761,Lease 3,Industrial,Function 1,Detail 2,1,81.31401268,1984,252686.2501
4178119,Site C,"611 Church St, Bolton",351112.9178,342393.4168,Ward 2,Freehold,Long-term,Operational,417.8649775,Lease 2,Industrial,Function 2,Detail 1,1,90.83461087,1915,362302.7627
1147548,Site A,"759 Church St, Bolton",392121.1555,327522.0827,Ward 4,Freehold,Short-term,Non-Operational,495.6946994,Lease 2,Commercial,Function 3,Detail 3,1,104.4263889,1958,438911.1552
2430307,Site A,"82 High St, Manchester",358516.4585,394727.1419,Ward 4,Freehold,Short-term,Operational,477.5941978,Lease 3,Residential,Function 1,Detail 1,1,102.4459774,1932,337281.1096
8824238,Site B,"636 Broadway, Bolton",350397.6914,308199.0032,Ward 1,Freehold,Long-term,Non-Operational,96.09247315,Lease 1,Industrial,Function 3,Detail 3,0,109.5542639,1913,287108.3618
8098975,Site E,"739 Mill Rd, Bury",369393.4597,334851.1664,Ward 3,Freehold,Short-term,Operational,266.2322734,Lease 1,Commercial,Function 2,Detail 3,1,100.6924077,2004,175052.5473
4704680,Site E,"475 Main St, Salford",378397.1302,317736.3607,Ward 5,Leasehold,Long-term,Operational,207.6874499,Lease 2,Commercial,Function 3,Detail 2,1,79.39464324,1987,233642.4265
6792726,Site B,"989 Mill Rd, Salford",301525.7769,399119.5909,Ward 2,Leasehold,Short-term,Operational,110.038816,Lease 3,Residential,Function 3,Detail 2,0,121.6584664,1980,370206.0904
7482834,Site D,"262 Mill Rd, Manchester",352228.356,354601.957,Ward 1,Leasehold,Long-term,Operational,133.6736735,Lease 1,Industrial,Function 1,Detail 1,0,99.03640153,2014,298978.0307
1418174,Site D,"649 High St, Bury",377571.7395,381222.107,Ward 3,Freehold,Short-term,Operational,291.4486458,Lease 2,Commercial,Function 1,Detail 3,0,90.51332627,1994,297202.8652
4237387,Site A,"598 Mill Rd, Bolton",340749.5079,316353.3976,Ward 2,Freehold,Short-term,Operational,159.0288349,Lease 3,Industrial,Function 3,Detail 3,0,86.54677544,2006,382145.2599
4660952,Site D,"374 Broadway, Manchester",304511.9685,330443.4617,Ward 2,Freehold,Short-term,Non-Operational,161.9425038,Lease 2,Residential,Function 2,Detail 3,0,98.5382962,1941,313394.8532
3118660,Site C,"972 Church St, Stockport",301755.364,361960.4636,Ward 5,Freehold,Long-term,Non-Operational,325.3764577,Lease 1,Commercial,Function 3,Detail 2,0,130.5054277,1906,278617.1383
6977163,Site C,"422 Mill Rd, Salford",379385.0625,317803.0058,Ward 5,Freehold,Long-term,Non-Operational,123.5457259,Lease 2,Industrial,Function 2,Detail 2,1,75.03603431,2014,337122.4974
7240259,Site C,"400 Main St, Salford",319807.5641,350006.2424,Ward 3,Leasehold,Short-term,Operational,226.1491362,Lease 3,Industrial,Function 3,Detail 1,0,135.8025167,1935,357021.4933
3223475,Site B,"106 Church St, Stockport",317491.6779,393161.3597,Ward 5,Leasehold,Short-term,Operational,151.8168093,Lease 2,Commercial,Function 3,Detail 3,1,106.7863918,1991,239088.9502
1740823,Site C,"219 High St, Manchester",328956.062,393025.237,Ward 1,Leasehold,Long-term,Operational,230.1149912,Lease 1,Commercial,Function 1,Detail 1,1,98.81644841,2015,267853.4056
8903200,Site B,"370 Broadway, Bolton",310216.8262,335488.0369,Ward 4,Freehold,Short-term,Non-Operational,175.9132864,Lease 3,Industrial,Function 2,Detail 1,1,103.6732302,1916,178625.5331
9926449,Site A,"321 Broadway, Bolton",305328.65,351614.1833,Ward 1,Freehold,Short-term,Operational,336.5190847,Lease 2,Commercial,Function 1,Detail 2,1,109.5895344,1913,248852.766
1364175,Site A,"22 Broadway, Salford",387225.8546,319840.8264,Ward 1,Freehold,Short-term,Non-Operational,160.2358069,Lease 2,Commercial,Function 1,Detail 3,1,116.5715016,1976,270288.5016
4216267,Site C,"25 High St, Manchester",330278.3624,397851.6352,Ward 2,Freehold,Long-term,Operational,154.2710104,Lease 1,Residential,Function 1,Detail 3,1,86.42187869,1923,299700.2374
